0   	800   	0   	0   	0   	1000   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
800   	0   	1000   	0   	0   	950   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	1000   	0   	250   	1000   	0   	1000   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	250   	0   	800   	0   	850   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	1000   	800   	0   	0   	0   	1200   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
1000   	950   	0   	0   	0   	0   	1000   	0   	1200   	0   	1900   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	1000   	850   	0   	1000   	0   	1150   	1000   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	1200   	0   	1150   	0   	0   	900   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	1200   	1000   	0   	0   	1000   	1400   	1000   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	900   	1000   	0   	0   	0   	950   	850   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	1900   	0   	0   	1400   	0   	0   	900   	0   	0   	1300   	0   	0   	0   	2600   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	1000   	0   	900   	0   	900   	0   	0   	1000   	0   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	950   	0   	900   	0   	650   	0   	0   	1100   	0   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	850   	0   	0   	650   	0   	0   	0   	0   	1200   	0   	0   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1300   	0   	0   	0   	0   	600   	0   	0   	0   	1300   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1000   	0   	0   	600   	0   	1000   	0   	0   	0   	1000   	800   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1100   	0   	0   	1000   	0   	800   	0   	0   	0   	850   	1000   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1200   	0   	0   	800   	0   	0   	0   	0   	0   	0   	900   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	2600   	0   	0   	0   	0   	0   	0   	0   	0   	1200   	0   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1300   	0   	0   	0   	1200   	0   	700   	0   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1000   	0   	0   	0   	700   	0   	300   	0   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	800   	850   	0   	0   	0   	300   	0   	600   	0   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	1000   	0   	0   	0   	0   	600   	0   	900   	
0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	0   	900   	0   	0   	0   	0   	900   	0   	
